quesId	Q_Id	prompt.Domain	prompt.Elicitation Method	prompt.Target	prompt.content.English-Latin.text.000000.startindex	prompt.content.English-Latin.text.000000.endindex	prompt.content.English-Latin.text.000000.textspan.Latin	prompt.content.Hindi-Devanagari.text.000000.startindex	prompt.content.Hindi-Devanagari.text.000000.endindex	prompt.content.Hindi-Devanagari.text.000000.textspan.Devanagari
	OH_8	[General-Oral-History]	Narration				Other than your own cultural group, what other cultural groups lived in your community? Other groups can include people from different religions, ethnicities, castes, tribes, etc.			आपके अपने सांस्कृतिक समूह के अलावा, आपके समुदाय में और कौन से सांस्कृतिक समूह रहते थे? अन्य समूहों में विभिन्न धर्मों, जातियों, जनजातियों आदि के लोग शामिल हो सकते हैं।
	OH_9	[General-Oral-History]	Narration				Does your family originate from the place you grew up, or from a different place? What do you know about that place? Have you ever visited it?			क्या आपके परिवार की उत्पत्ति उस जगह से हुई है जहाँ आप पले-बढ़े हैं, या किसी दूसरी जगह से? आप उस जगह के बारे में क्या जानते हैं? क्या आप कभी वहाँ गए है?
	OH_10	[General-Oral-History]	Narration				What do you remember about your grandparents? Tell us something about them			आपको अपने दादा-दादी के बारे में क्या याद है? उनके बारे में हमें कुछ बताएं
	OH_11	[General-Oral-History]	Narration				Did you grow up hearing about any of your early ancestors whom you never met? What did you hear about them? Tell us something about that			क्या आप अपने किसी ऐसे पूर्वज के बारे में सुनकर बड़े हुए हैं जिनसे आप कभी नहीं मिले? आपने उनके बारे में क्या सुना? इसके बारे में हमें कुछ बताएं
	OH_12	[General-Oral-History]	Narration				Have you lived through any major historical events? Describe how you and your family were affected by these events.			क्या आप किसी बड़ी ऐतिहासिक घटना से गुजरे हैं? बताइए कि आप और आपका परिवार इन घटनाओं से कैसे प्रभावित हुए।
	OH_13	[General-Oral-History]	Narration				What were your family’s economic circumstances? Do you remember any times when your family faced economic difficulties? Please describe.			आपके परिवार की आर्थिक परिस्थितियाँ क्या थीं? क्या आपको कोई ऐसा समय याद है जब आपके परिवार को आर्थिक कठिनाइयों का सामना करना पड़ा हो? कृपया बताइए।
	OH_14	[General-Oral-History]	Narration				What skills and activities did you learn while you were growing up? Who taught you these skills? Skills and activities can include fishing, hunting, farming, cooking, carpentry, crafts, weaving, specific sports, and many other important things. Tell us something about what you learnt and how it is done.			जब आप बड़े हो रहे थे तब आपने कौन से हुनर और गतिविधियाँ सीखीं? आपको ये हुनर ​​किसने सिखाया? हुनर और गतिविधियों में मछली पकड़ना, शिकार करना, खेती करना, खाना बनाना, बढ़ईगीरी, शिल्प, बुनाई, विशेष खेल और कई अन्य महत्वपूर्ण चीजें शामिल हो सकती हैं। आपने क्या सीखा और इसे कैसे किया जाता है, इसके बारे में हमें कुछ बताएं।
	OH_16	[General-Oral-History]	Narration				Describe your sibling(s) and your interactions with them when you were young. Were you very close in age? Did you attend school together?			जब आप छोटे थे तब अपने भाई-बहनों और उनके साथ अपनी बातचीत के बारे में बताएैं। क्या आप उम्र में काफी करीब थे? क्या आप एक साथ स्कूल गए थे?
	OH_17	[General-Oral-History]	Narration				What did you do in your spare time during your adolescence? Disucss in detail			आप अपनी किशोरावस्था के दौरान अपने खाली समय में क्या करते थे? विस्तार से बताएं
	OH_18	[General-Oral-History]	Narration				What are some of the foods you ate when you were growing up? Discuss in detail.			जब आप बड़े हो रहे थे तब आप क्या - क्या खाना खाते थे? विस्तार मे बताएं
	OH_20	[General-Oral-History]	Narration				What occupation(s) did you want to pursue when you were a child? Why?			जब आप बच्चे थे तब आप किस व्यवसाय (व्यवसायों) को अपनाना चाहते थे? क्यों?
	OH_21	[General-Oral-History]	Narration				Describe your current occupation. Where do you work?			अपने वर्तमान व्यवसाय के बारे में बताएैं। आप कहा काम करते हैं ?
	OH_22	[General-Oral-History]	Narration				Describe how you chose your occupation. Do you wish to stay in this occupation? Why?			बताएं कि आपने अपना काम कैसे चुना। क्या आप इस काम में बने रहना चाहते हैं? क्यों?
	OH_23	[General-Oral-History]	Narration				What are some of the difficulties related to your job/employment?			आपकी नौकरी/रोजगार से संबंधित कुछ कठिनाइयाँ क्या हैं?
	OH_24	[General-Oral-History]	Narration				What festivals does your family celebrate in a normal year? Tell us about these in detail.			आपका परिवार एक सामान्य वर्ष में कौन से त्यौहार मनाता है? इनके बारे में हमें विस्तार से बताएं
	OH_25	[General-Oral-History]	Narration				Can you describe some of your local friends? What kinds of activities do you do together?			क्या आप अपने कुछ स्थानीय मित्रों के बारे में बता सकते हैं? आप एक साथ किस प्रकार की गतिविधियाँ करते हैं?
	OH_26	[General-Oral-History]	Narration				If you are in a relationship, how did you meet your current partner (husband, wife, boyfriend, girlfriend, significant other)? What brought you together?			यदि आप एक रिश्ते में हैं, तो आप अपने वर्तमान साथी (पति, पत्नी, प्रेमी, प्रेमिका, जरूरी अन्य) से कैसे मिले? आपको क्या साथ लाया?
	OH_27	[General-Oral-History]	Narration				Are you married? If so, describe your wedding celebration? If not, describe the marriage ceremony of someone you know			क्या आप शादीशुदा हैं? अगर हां, तो अपने विवाह समारोह के बारे में बताएं। अगर नहीं, तो अपने किसी जानने वाले के विवाह समारोह के बारे में बताएं।
	OH_29	[General-Oral-History]	Narration				What types of sports, games and pastimes have you been involved with in your life?			आप अपने जीवन में किस प्रकार के खेल और मनोरंजन से जुड़े रहे हैं?
	OH_30	[General-Oral-History]	Narration				How do you maintain your level of health?			आप अपने स्वास्थ्य के स्तर को कैसे बनाए रखते हैं?
	OH_31	[General-Oral-History]	Narration				What are your favorite foods that are unique to your culture or region? Tell us about these in detail.			आपके पसंदीदा खाने के पदार्थ कौन से हैं जो आपकी संस्कृति या क्षेत्र के लिए सबसे अलग हैं? इनके बारे में हमें विस्तार से बताएं।
	OH_32	[General-Oral-History]	Narration				Describe your personality. What are some of your strengths?			अपने व्यक्तित्व के बारे में कुछ बताएं। आपकी कुछ विशेषताएं क्या हैं?
	OH_33	[General-Oral-History]	Narration				What things in your life are the most important to you right now?			अभी आपके लिए आपके जीवन में कौन सी चीजें सबसे महत्वपूर्ण हैं?
	OH_34	[General-Oral-History]	Narration				What qualities do you look for in your friendships and relationships?			आप अपनी दोस्ती और रिश्तों में क्या गुण देखते हैं?
	OH_35	[General-Oral-History]	Narration				Are there any cultural or humanitarian causes that are important to you? Please describe.			क्या कोई सांस्कृतिक या मानवीय कारण हैं जो आपके लिए महत्वपूर्ण हैं? कृपया विस्तार में बताएं।
	OH_36	[General-Oral-History]	Narration				What are your immediate goals for the future?			भविष्य के लिए आपके अभी के लक्ष्य क्या हैं?
	OH_37	[General-Oral-History]	Narration				What are your long-term goals for yourself and your family?			अपने और अपने परिवार के लिए आपके लम्बे समय के लक्ष्य क्या हैं?
	OH_39	[General-Oral-History]	Narration				How have you changed since your childhood? How has your community changed since your childhood?			आप बचपन से कैसे बदल गए हैं? आपका समुदाय आपके बचपन से कैसे बदल गया है?
	OH_40	[General-Oral-History]	Narration				What aspects of your language do you find unique?			आपकी भाषा के कौन से पहलू आपको अद्वितीय लगते हैं?
	OH_41	[General-Oral-History]	Narration				How do different generations of your community interact with their language?			आपके समुदाय की विभिन्न पीढ़ियां अपनी भाषा के साथ कैसे पेश आते हैं?
	OH_42	[General-Oral-History]	Narration				What changes do you think might happen to your culture and language in the near future?			आपको क्या लगता है कि निकट भविष्य में आपकी संस्कृति और भाषा में क्या परिवर्तन हो सकते हैं?
	OH_43	[General-Oral-History]	Narration				What is your advice for future generations?			आने वाली पीढ़ियों के लिए आपकी क्या सलाह है?
	OH_45	[General-Oral-History]	Narration				In which places and during which events do you hear stories told in your language?			आप अपनी भाषा में किन-किन जगहों पर और किन-किन आयोजनों के दौरान कही गई कहानियाँ सुनते हैं?
	OH_46	[General-Oral-History]	Narration				Tell me a folktale that you remember hearing as a child or adolescent?			मुझे कोई ऐसी लोककथा बताईए जिसे आपने बचपन में या किशोरावस्था में सुना हो।
	OH_47	[General-Oral-History]	Narration				Are there any particular authors or storytellers in your language who are important to you? Please describe.			क्या आपकी भाषा में कोई विशेष लेखक या कहानीकार हैं जो आपके लिए महत्वपूर्ण हैं? कृपया विस्तार में बताएं।
	OH_48	[General-Oral-History]	Narration				Please describe the traditional music of your culture. What instruments are used?			कृपया अपनी संस्कृति के पारंपरिक संगीत का वर्णन करें। किन उपकरणों का उपयोग किया जाता है?
	OH_51	[General-Oral-History]	Narration				What other musical styles did you grow up listening to?			आप किन अन्य संगीत शैलियों को सुनकर बड़े हुए हैं?
	OH_52	[General-Oral-History]	Narration				When do you listen to music in your daily life, and how do you access it? Do you listen to musicians in person, or do you listen to recorded music?			आप अपने दैनिक जीवन में संगीत कब सुनते हैं, और आप इसे कैसे एक्सेस करते हैं? क्या आप संगीतकारों को व्यक्तिगत रूप से सुनते हैं, या आप रिकॉर्ड किया गया संगीत सुनते हैं?
	OH_54	[General-Oral-History]	Narration				What are some foods from your culture that you highly recommend?			आपकी संस्कृति के कुछ खाने के पदार्थ क्या हैं जिनकी आप अत्यधिक अनुशंसा करते हैं?
	OH_56	[General-Oral-History]	Narration				Describe the traditional clothing of your culture.			अपनी संस्कृति के पारंपरिक कपड़ो के बारे में बताऐं।
	OH_57	[General-Oral-History]	Narration				What clothing and clothing styles did you grow up with?			आप किन कपड़ों और कपड़ों की शैलियों के साथ बड़े हुए हैं?
	OH_58	[General-Oral-History]	Narration				Do you currently wear any traditional clothes? Please describe if you wear them everyday or for specific occasions. If on specific occasions, which occasions?			क्या आप वर्तमान में कोई पारंपरिक कपड़े पहनते हैं? कृपया बताऐं कि क्या आप उन्हें रोज़ पहनते हैं या विशेष अवसरों के लिए। यदि विशेष अवसरों पर, किन अवसरों पर?
	OH_59	[General-Oral-History]	Narration				Describe any pieces of clothing that hold a particular significance to you.			कपड़ों के किसी भी टुकड़े के बारे में बताऐं जो आपके लिए विशेष महत्व रखता है।
	OH_61	[General-Oral-History]	Narration				How are the different genders of your community expected to conduct themselves?			आपके समुदाय के अलग-अलग लिंगों के लोगों से कैसे व्यवहार करने की अपेक्षा की जाती है?
	OH_63	[General-Oral-History]	Narration				Describe a typical day in your life (this year).			अपने जीवन के एक आम दिन का वर्णन करें।
	OH_64	[General-Oral-History]	Narration				Describe your appearance and choice in clothing for daily activities.			दैनिक गतिविधियों के लिए कपड़ों में अपने रूपरंग और पसंद के बारे में बताऐं।
	OH_65	[General-Oral-History]	Narration				What are your preferred methods of transport? Do you enjoy traveling ? How do you get to work?			परिवहन के आपके पसंदीदा तरीके क्या हैं? क्या आपको यात्रा करने में मज़ा आता है? आप काम पर कैसे जाते हैं?
	OH_66	[General-Oral-History]	Narration				Describe the architecture of your area, as well as the traditional architecture of your culture.			अपने क्षेत्र की वास्तुकला के साथ-साथ अपनी संस्कृति की पारंपरिक वास्तुकला के बारे में बताइए।
	OH_67	[General-Oral-History]	Narration				Describe the physical geography of your area.			अपने क्षेत्र के भौतिक भूगोल के बारे में बताइए।
	OH_68	[General-Oral-History]	Narration				Describe the kinds of animals that live in your area.			अपने क्षेत्र में रहने वाले जानवरों के प्रकार के बारे में बताइए।
	OH_69	[General-Oral-History]	Narration				Describe the kinds of plants that live in your area.			अपने क्षेत्र में रहने वाले पौधों के प्रकारों के बारे में बताइए।
	OH_70	[General-Oral-History]	Narration				What big technological advancements have you experienced? Which have been the most meaningful to you and why?			आपने कौन सी बड़ी तकनीकी प्रगति का अनुभव किया है? आपके लिए सबसे अधिक अर्थपूर्ण कौन सा रहा है और क्यों?
	OH_71	[General-Oral-History]	Narration				What are your preferred modes of communication? How have methods of communication changed during your life?			संचार के आपके पसंदीदा तरीके क्या हैं? आपके जीवन के दौरान संचार के तरीके कैसे बदल गए हैं?
	OH_72	[General-Oral-History]	Narration				Is there any other information that you would like to share about your daily life?			क्या कोई अन्य जानकारी है जो आप अपने दैनिक जीवन के बारे में बताना चाहेंगे?
	AG_1	[Agriculture]	Narration				What kinds of crops are grown by the people of your community?			आपके समाज के लोग किस प्रकार की फसलें उगाते हैं?
	AG_2	[Agriculture]	Narration				What are the people who grow crops called? Do they only grow crops or are they engaged in other activities as well? What kind of other activities are they engaged in?			फसल उगाने वाले लोगों को क्या कहा जाता है?  क्या वे केवल फसल उगाते हैं या वे अन्य गतिविधियों में भी लगे हुए हैं? वे किस तरह की अन्य गतिविधियों में लगे हुए हैं?
	AG_3	[Agriculture]	Narration				Tell the names of at least 5 vegetables that are grown in your community			अपने समाज में उगाई जाने वाली कम से कम 5 सब्जियों के नाम बताइए?
	AG_4	[Agriculture]	Narration				In which months / seasons are these vegetables grown?			ये सब्जियां किन महीनों / मौसमों में उगाई जाती हैं?
	AG_5	[Agriculture]	Narration				What is the process of growing these vegetables?			इन सब्जियों को उगाने की प्रक्रिया क्या है?
	AG_6	[Agriculture]	Narration				How long do they take to mature?			उन्हें तैयार होने में कितना समय लगता है?
	AG_7	[Agriculture]	Narration				What kinds of special protection / care do they need (such as use of insecticide, pesticide or other such measures)?			उन्हें किस प्रकार की विशेष सुरक्षा /  देखभाल की आवश्यकता है (जैसे कीटनाशक या ऐसे अन्य उपायों का उपयोग)?
	AG_8	[Agriculture]	Narration				How are they sold to other people?			वे अन्य लोगों को कैसे बेचे जाते हैं?
	AG_9	[Agriculture]	Narration				How are these cooked and eaten?			इन्हें कैसे पकाया और खाया जाता है?
	AG_10	[Agriculture]	Narration				Tell the names of at least 5 fruits that are grown in your community			अपने समाज में उगाए जाने वाले कम से कम 5 फलों के नाम बताइए?
	AG_11	[Agriculture]	Narration				In which months / seasons are these fruits grown?			ये फल किन महीनों / मौसमों में उगाए जाते हैं?
	AG_12	[Agriculture]	Narration				What is the process of growing these fruits?			इन फलों को उगाने की प्रक्रिया क्या है?
	AG_13	[Agriculture]	Narration				How long do they take to mature?			उन्हें तैयार होने में कितना समय लगता है?
	AG_14	[Agriculture]	Narration				What kinds of special protection / care do they need (such as use of insecticide, pesticide or other such measures)?			उन्हें किस प्रकार की विशेष सुरक्षा /  देखभाल की आवश्यकता है (जैसे कीटनाशक या ऐसे अन्य उपायों का उपयोग)?
	AG_15	[Agriculture]	Narration				How are they sold to other people?			वे अन्य लोगों को कैसे बेचे जाते हैं?
	AG_16	[Agriculture]	Narration				How are these cooked and eaten?			इन्हें कैसे पकाया और खाया जाता है?
	AG_17	[Agriculture]	Narration				Tell the names of 2-3 cereals / grains that are grown in your community			अपने समाज में उगाए जाने वाले 2-3 अनाजों के नाम बताइए?
	AG_18	[Agriculture]	Narration				In which months / seasons are these cereals/grains grown?			ये अनाज किन महीनों / मौसमों में उगाए जाते हैं?
	AG_19	[Agriculture]	Narration				What is the process of growing these cereals/grains?			इन अनाजों को उगाने की प्रक्रिया क्या है?
	AG_20	[Agriculture]	Narration				How long do they take to mature?			उन्हें तैयार होने में कितना समय लगता है?
	AG_21	[Agriculture]	Narration				What kinds of special protection / care do they need (such as use of insecticide, pesticide or other such measures)?			उन्हें किस प्रकार की विशेष सुरक्षा /  देखभाल की आवश्यकता है (जैसे कीटनाशक या ऐसे अन्य उपायों का उपयोग)?
	AG_22	[Agriculture]	Narration				How are they sold to other people?			वे अन्य लोगों को कैसे बेचे जाते हैं?
	AG_23	[Agriculture]	Narration				How are these cooked and eaten?			इन्हें कैसे पकाया और खाया जाता है?
	AG_24	[Agriculture]	Narration				Tell the names of 2-3 other crops that are grown in your community			अपने समाज में उगाई जाने वाली 2-3 अन्य फसलों के नाम बताएं
	AG_25	[Agriculture]	Narration				In which months / seasons are these crops grown?			ये फसलें किन महीनों / मौसमों में उगाई जाती हैं?
	AG_26	[Agriculture]	Narration				What is the process of growing these crops?			इन फसलों को उगाने की प्रक्रिया क्या है?
	AG_27	[Agriculture]	Narration				How long do they take to mature?			उन्हें तैयार होने में कितना समय लगता है?
	AG_28	[Agriculture]	Narration				What kinds of special protection / care do they need (such as use of insecticide, pesticide or other such measures)?			उन्हें किस प्रकार की विशेष सुरक्षा /  देखभाल की आवश्यकता है (जैसे कीटनाशक या ऐसे अन्य उपायों का उपयोग)?
	AG_29	[Agriculture]	Narration				How are they sold to other people?			वे अन्य लोगों को कैसे बेचे जाते हैं?
	AG_30	[Agriculture]	Narration				How are these cooked and eaten?			इन्हें कैसे पकाया और खाया जाता है?
	AG_31	[Agriculture]	Narration				Tell the names of at least 5 trees that are grown in your community			अपने समाज में उगाए गए कम से कम 5 पेड़ों के नाम बताइए?
	AG_32	[Agriculture]	Narration				What are the usage of these trees?			इन पेड़ों का क्या उपयोग हैं?
	AG_33	[Agriculture]	Narration				What is the process of growing these trees?			इन पेड़ों को उगाने की प्रक्रिया क्या है?
	AG_34	[Agriculture]	Narration				How long do they take to mature?			उन्हें तैयार होने में कितना समय लगता है?
	AG_35	[Agriculture]	Narration				What kinds of special protection / care do they need (such as use of insecticide, pesticide or other such measures)?			उन्हें किस प्रकार की विशेष सुरक्षा /  देखभाल की आवश्यकता है (जैसे कीटनाशक या ऐसे अन्य उपायों का उपयोग)?
	AG_36	[Agriculture]	Narration				Tell us some unique features of agricultural practice in your community?			हमें अपने समाज में कृषि पद्धति की कुछ अनूठी विशेषताओं के बारे में बताइए?
	AG_37	[Agriculture]	Narration				What changes have happened in the agricultural practice of your community in the last few years?			पिछले कुछ वर्षों में आपके समाज की कृषि पद्धति में क्या परिवर्तन हुए हैं?
	AG_38	[Agriculture]	Narration				Give us any other interesting / relevant information / comments about agriculture, its relevance and agricultural practices in your community?			हमें अपने समाज में कृषि, इसकी प्रासंगिकता और कृषि पद्धतियों के बारे में कोई अन्य रोचक/प्रासंगिक जानकारी/टिप्पणियां दीजिए
	AG_39	[Agriculture]	Narration				What kinds of machines are used in agriculture in your community?			आपके समाज में कृषि में किस प्रकार की मशीनों का उपयोग किया जाता है?
	AG_40	[Agriculture]	Narration				What are the usage of these machineries?			इन मशीनों का क्या उपयोग हैं?
	AG_41	[Agriculture]	Narration				How do they help in better management of agricultural activities in your community?			वे आपके समाज में कृषि गतिविधियों के बेहतर प्रबंधन में कैसे मदद करते हैं?
	AG_42	[Agriculture]	Narration				What kinds of other technologies are used for farming and agriculture in your community?			आपके समाज में खेती और कृषि के लिए किस प्रकार की अन्य तकनीकों का उपयोग किया जाता है?
	AG_43	[Agriculture]	Narration				How and for what purpose are they used?			उनका उपयोग कैसे और किस उद्देश्य के लिए किया जाता है?
	AG_44	[Agriculture]	Narration				What kinds of animals are used in farming in your community?			आपके समाज में खेती में किस प्रकार के जानवरों का उपयोग किया जाता है?
	AG_45	[Agriculture]	Narration				Tell us something about the role and relevance of animals in farming in your community?			अपने समाज में खेती में पशुओं की भूमिका और प्रासंगिकता के बारे में कुछ बताइए?
	AG_112	[Agriculture]	Narration				How do you irrigate your crops?			आप अपनी फसलों की सिंचाई कैसे करते हैं?
	AG_113	[Agriculture]	Narration				How do you irrigate crops when there is no rain?			जब वर्षा नहीं होती है तब आप फसलों की सिचाई कैसे करते हैं ?
	AG_114	[Agriculture]	Narration				What do you grow in your village?			आप अपने गाँव में क्या उगाते हैं?
	AG_115	[Agriculture]	Narration				Which of your crops requires more or less water?			आपकी किस फसल को कम या ज्यादा पानी चाहिए होता है?
	AG_116	[Agriculture]	Narration				Which crops do you plant in Winter season?			सर्दी के मौसम में कौन - कौन सी फसलें लगाते हैं?
	AG_117	[Agriculture]	Narration				Which crops do you plant in rainy season?			बरसात के मौसम में कौन - कौन सी फसलें लगाते हैं?
	AG_118	[Agriculture]	Narration				Which crops do you plant for all seasons?			आप सभी मौसमों में कौन - कौन सी फसलें लगाते हैं ?
	AG_119	[Agriculture]	Narration				How are work related to agriculture distributed among the family? 			खेती से संबंधित काम परिवार में किस तरह से बांटे जात हैं?
	AG_120	[Agriculture]	Narration				Which machines do you use for farming?			खेती के लिए आप किन मशीनों का प्रयोग करते हैं?
	AG_121	[Agriculture]	Narration				Which fertilizers do you use to grow crops?			फसलें उगाने के लिए आप कौन - कौन से खाद प्रयोग करते हैं?
	AG_122	[Agriculture]	Narration				For which crops do you use cow dung manure?			गोबर की खाद आप किन - किन फसलों को उगाने के लिए प्रयोग करते हैं?
	AG_123	[Agriculture]	Narration				Who does fishing in your community?			आपके समुदाय में मछली पालने या पकड़ने का काम कौन करता है?
	AG_124	[Agriculture]	Narration				Who does poultry farming in your community?			आपके समुदाय में मुर्गी पालन कौन करता है?
	AG_125	[Agriculture]	Narration				Who does animal husbandry in your community?			आपके समुदाय में पशुपालन कौन करता है?
	AG_126	[Agriculture]	Narration				Who does goat rearing in your community?			आपके समुदाय में बकरी पालन कौन करता है?
	AG_127	[Agriculture]	Narration				Who does sheep rearing in your community?			आपके समुदाय में भेड़ पालन कौन करता है?
	AG_128	[Agriculture]	Narration				Which milking animals do you keep?			आप कौन -  कौन से दूध देने वाले पशू पालते हैं?
	AG_129	[Agriculture]	Narration				What do you make with milk?			आप दूध से क्या - क्या बनाते हैं?
	AG_130	[Agriculture]	Narration				What do you feed your dairy cattle?			आप अपने धुधारू पशुओं को क्या खिलाते हैं?
	AG_131	[Agriculture]	Narration				Which pulses do you grow?			आप कौन - कौन सी दालें उगाते हैं?
	AG_132	[Agriculture]	Narration				What green vegetables do you grow?			आप कौन - कौन सी हरी सब्जियां उगाते हैं?
	AG_133	[Agriculture]	Narration				Which vegetables do you grow?			आप कौन - कौन सी सब्जियां उगाते हैं?
	AG_134	[Agriculture]	Narration				Where do you keep your harvested crops?			फसलों को काटकर आप कहां रखते हैं?
	AG_135	[Agriculture]	Narration				Which crop insurance do you get from the government?			आपको सरकार की तरफ से कौन - कौन से फसल बीमा मिलते हैं?
	AG_276	[Agriculture]	Narration				How do you preserve meat?			आप मांस को कैसे संरक्षित करते हैं?
	AG_277	[Agriculture]	Narration				How do you preserve raw vegetables?			आप कच्ची सब्जियों को कैसे संरक्षित करते हैं?
	AG_278	[Agriculture]	Narration				How do you preserve fish?			आप मछली को कैसे संरक्षित करते हैं?
	AG_279	[Agriculture]	Narration				How do you prepare local wine?			आप देसी शराब कैसे बनाते हैं?
	AG_280	[Agriculture]	Narration				What are the ingredents used for preparing local wine?			देसी शराब बनाने के लिए किन सामग्रियों का प्रयोग किया जाता है?
	AG_46	[Agriculture]	Narration				What are the different kinds of seeds used for growing rice? What are their advantages and disadvantages?			चावल उगाने के लिए किस प्रकार के बीजों का प्रयोग किया जाता है? उनके फायदे और नुकसान क्या हैं?
	AG_47	[Agriculture]	Narration				What are the different varieties of rice grown?			चावल की विभिन्न किस्में कौन सी उगाई जाती हैं?
	AG_48	[Agriculture]	Narration				In which months / seasons are the different varieties of rice grown - if only one variety of rice is cultivated, tell us about that only?			चावल की विभिन्न किस्में किन महीनों / मौसमों में उगाई जाती हैं - अगर चावल की केवल एक ही किस्म की खेती की जाती है, तो उसके बारे में ही बताइए?
	AG_49	[Agriculture]	Narration				What is the process of growing different varieties of rice- if only one variety of rice is cultivated, tell us about that only?			चावल की विभिन्न किस्मों को उगाने की प्रक्रिया क्या है - अगर चावल की केवल एक किस्म की खेती की जाती है, तो हमें केवल उसके बारे में बताइए?
	AG_50	[Agriculture]	Narration				How long does rice take to mature?			चावल को तैयार होने में कितना समय लगता है?
	AG_51	[Agriculture]	Narration				What kinds of special protection / care does rice need (such as use of insecticide, pesticide or other such measures)?			चावल को किस प्रकार की विशेष सुरक्षा /  देखभाल की आवश्यकता है (जैसे कीटनाशक या ऐसे अन्य उपायों का उपयोग)?
	AG_52	[Agriculture]	Narration				How is rice sold to other people?			चावल अन्य लोगों को कैसे बेचे जाते हैं?
	AG_53	[Agriculture]	Narration				How is rice cooked and eaten?			चावल को कैसे पकाया और खाया जाता है?
	AG_54	[Agriculture]	Narration				What are the different kinds of seeds used for growing maize? What are their advantages and disadvantages?			मक्का उगाने के लिए किस प्रकार के बीजों का प्रयोग किया जाता है? उनके फायदे और नुकसान क्या हैं?
	AG_55	[Agriculture]	Narration				What are the different varieties of maize grown?			मक्के की विभिन्न किस्में कौन सी उगाई जाती हैं?
	AG_56	[Agriculture]	Narration				In which months / seasons are the different varieties of maize grown - if only one variety of maize is cultivated, tell us about that only?			मक्के की विभिन्न किस्में किन महीनों / मौसमों में उगाई जाती हैं - अगर मक्के की केवल एक ही किस्म की खेती की जाती है, तो उसके बारे में ही बताइए?
	AG_57	[Agriculture]	Narration				What is the process of growing different varieties of maize - if only one variety of maize is cultivated, tell us about that only?			मक्के की विभिन्न किस्मों को उगाने की प्रक्रिया क्या है - अगर मक्के की केवल एक किस्म की खेती की जाती है, तो हमें केवल उसके बारे में बताइए?
	AG_58	[Agriculture]	Narration				How long does maize take to mature?			मक्के को तैयार होने में कितना समय लगता है?
	AG_59	[Agriculture]	Narration				What kinds of special protection / care does maize need (such as use of insecticide, pesticide or other such measures)?			मक्के को किस प्रकार की विशेष सुरक्षा /  देखभाल की आवश्यकता है (जैसे कीटनाशक या ऐसे अन्य उपायों का उपयोग)?
	AG_60	[Agriculture]	Narration				How is maize sold to other people?			मक्का अन्य लोगों को कैसे बेची जाती है?
	AG_61	[Agriculture]	Narration				How is maize cooked and eaten?			मक्का को कैसे पकाया और खाया जाता है?
	AG_62	[Agriculture]	Narration				What are the different kinds of seeds used for growing chilly? What are their advantages and disadvantages?			मिर्च उगाने के लिए किस प्रकार के बीजों का प्रयोग किया जाता है? उनके फायदे और नुकसान क्या हैं?
	AG_63	[Agriculture]	Narration				What are the different varieties of chilly grown?			मिर्च की विभिन्न किस्में कौन सी उगाई जाती हैं?
	AG_64	[Agriculture]	Narration				In which months / seasons are the different varieties of chilly grown - if only one variety of chilly is cultivated, tell us about that only?			मिर्च की विभिन्न किस्में किन महीनों / मौसमों में उगाई जाती हैं - अगर मिर्च की केवल एक ही किस्म की खेती की जाती है, तो उसके बारे में ही बताइए?
	AG_65	[Agriculture]	Narration				What is the process of growing different varieties of chilly- if only one variety of chilly is cultivated, tell us about that only?			मिर्च की विभिन्न किस्मों को उगाने की प्रक्रिया क्या है - अगर मिर्च की केवल एक किस्म की खेती की जाती है, तो हमें केवल उसके बारे में बताइए?
	AG_66	[Agriculture]	Narration				How long does chilly take to mature?			मिर्च को तैयार होने में कितना समय लगता है?
	AG_67	[Agriculture]	Narration				What kinds of special protection / care does chilly need (such as use of insecticide, pesticide or other such measures)?			मिर्च को किस प्रकार की विशेष सुरक्षा /  देखभाल की आवश्यकता है (जैसे कीटनाशक या ऐसे अन्य उपायों का उपयोग)?
	AG_68	[Agriculture]	Narration				How is chilly sold to other people?			मिर्च अन्य लोगों को कैसे बेची जाती है?
	AG_69	[Agriculture]	Narration				How is chilly cooked and eaten?			मिर्च को कैसे पकाया और खाया जाता है?
	AG_70	[Agriculture]	Narration				What are the different kinds of seeds used for growing turmeric? What are their advantages and disadvantages?			हल्दी उगाने के लिए किस प्रकार के बीजों का प्रयोग किया जाता है? उनके फायदे और नुकसान क्या हैं?
	AG_71	[Agriculture]	Narration				What are the different varieties of turmeric grown?			हल्दी की विभिन्न किस्में कौन सी उगाई जाती हैं?
	AG_72	[Agriculture]	Narration				In which months / seasons are the different varieties of turmeric grown - if only one variety of turmeric is cultivated, tell us about that only?			हल्दी की विभिन्न किस्में किन महीनों / मौसमों में उगाई जाती हैं - अगर हल्दी की केवल एक ही किस्म की खेती की जाती है, तो उसके बारे में ही बताइए?
